QuestionID	Question	DocumentID	DocumentTitle	SentenceID	Sentence	Label
2	What does the Peugeot company manufacture ?	D2	doctitle	456	This compared to <num> in <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	457	The southern motorway towards Serbia will be completed up to Kecskemet , central Hungary , with two lanes by <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	458	These projects will be carried out on a concession basis .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	459	Six towns will receive bypasses from state and local authority finances .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	460	Utilizing the state road fund , <num> towns and villages built <num> kilometers of road and <num> kilometers of cycle track last year .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	461	The length of water mains last year exceeded <num> kilometers , of which <num> were built over the past four years .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	462	At present , <num> percent of towns and villages have conduit water supply , reaching <num> million households , or more than four-fifths of the total .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	463	Of the <num> towns and villages -LRB- <num> percent -RRB- supplied with gas last year , <num> have been connected to the system since <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	464	The <num> , 000-kilometer-long pipe network carries gas to <num> percent of the households , numbering <num> million .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	465	With <num> jobless listed at the end of December , <num> fewer than in the previous month , the unemployment rate went down from <num> percent to <num> percent .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	466	Overall output in the construction industry in the first nine months was the same as in the comparable period of <num> but house construction in January- November was <num> percent down on the first eleven months of <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	467	The workforce of companies with more than <num> employees was on average <num> percent lower in the first <num> months than in January-November <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	468	The number of unemployed at the end of December was <num> , OOO , <num> , OOO fewer than its peak in February <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	469	Fertilizers used on one hectare were under <num> kgs , compared to <num> - <num> kgs in previous years .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	470	Domestic food supply is not in danger , he added , and a price of <num> forints for a kilogram of bread is out of the question .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	471	-LRB- Budapest MTI in English <num> GMT <num> Jan <num> AU -RRB- CENTRAL BANK CREDIT LINE FOR LONG-TERM EXPORT FINANCING : The Hungarian National Bank -LRB- MNB -RRB- plans to earmark <num> billion forints -- half of its planned <num> net loans to the banking system -- for export financing .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	472	Total expenditure exceeded revenue in <num> , amounting to <num> billion forints , over two-thirds of which were obligations to the national economy .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	473	The withdrawal of compensation vouchers cost <num> billion forints , while a further considerable sum was used to raise the state holding company 's registered capital by <num> billion forints .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	474	Austria is involved in <num> companies , while Germany in <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	475	The share of foreign capital in privatized property has totalled <num> billion forints over the past three years , a third of which was invested in Hungary by Austria and Germany .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	476	In <num> , trading on the exchange exceeded <num> billion forints -LRB- $ <num> million -RRB- , two-and- one-half times the amount of the previous year .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	477	Total trade in <num> was close to <num> billion forints , with <num> million tons of grain changing hands there -- nearly a quarter of Hungary 's overall grain trade .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	478	Hungary 's location at the intersection of two large pipelines makes Budapest a good place to host an exchange for crude oil from various countries , especially considering that the price of oil from the former Soviet Union is not yet quoted on international exchanges .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	479	In <num> , <num> Hungarian -made Suzukis , 35O imported Swifts , and <num> Marutis were sold in Hungary .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	480	Currently , <num> Hungarian companies deliver spare parts for the Esztergom factory .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	481	The proportion of domestic suppliers is expected to reach <num> percent by late March , which , together with 1O percent European suppliers , will give the <num> -percent ratio that exempts Hungarian Suzukis from European Union customs duty .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	482	Last year , eight firms supplying Suzuki received financial support or interest preferences worth a total of <num> million forints .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	483	-LRB- Budapest MTI in English <num> GMT <num> Jan <num> AU -RRB- GE INVESTS $ 30-50 MILLION PER YEAR IN HUNGARY : The U.S. General Electric -LRB- GE -RRB- company invests $ 30-50 million a year in its Hungarian projects .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	484	After lay-offs in the initial period , the company has created <num> jobs .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	485	-LRB- Budapest MTI in English <num> GMT <num> Jan <num> AU -RRB- MALEV TO LEASE BACK BOEING <num> 'S FOR U.S. FLIGHTS : Hungarian airlines MALEV is expected to deal with a cash crisis by signing a deal with a U.S. airline in the next two weeks to have its two Boeing -767 aircraft jointly operating on the Budapest - New York route this summer .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	486	-LRB- Alitalia has a third of MALEV 's shares . -RRB-	0
2	What does the Peugeot company manufacture ?	D2	doctitle	487	To be constructed by the joint Hungarian - Italian company Ganz Ansaldo -- from World Bank and European Investment Bank credit -- the new block will not only produce electricity but will heat <num> flats with what is called `` tired steam . ''	0
2	What does the Peugeot company manufacture ?	D2	doctitle	488	The <num> million forint investment will be completed in the second half of <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	489	Including imports of <num> million tons of oil and <num> billion cubic meters of gas , hydrocarbons accounted for <num> percent of energy use .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	490	Electricity consumption rose by <num> percent and consumption was close to <num> gigawatt-hours , including imports of <num> gigawatt-hours , which covered <num> percent of consumption , compared with <num> percent in <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	491	According to a recent report of the Central Statistical Office , in late <num> there were <num> business organizations with legal personality , <num> percent more than a year before , in the country .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	492	Business organizations without legal personality numbered <num> , <num> percent more than in late December .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	493	The number of private entrepreneurs increased by <num> percent , to <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	494	Seven funds were established under one law : funds for tourism , trade development , investment promotion , water management , environmental protection , market intervention , and regional development .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	495	A further six agricultural funds were set up under one law and other funds are regulated by individual laws .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	496	I <num> , just over a third of the funds ' total income came from central budget support , and this year the proportion will fall to slightly over a sixth , even though the total income of the funds will be <num> billion forints higher this year than last .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	497	The other resources of the funds are sums carried over from last year , various capital income , and credit .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	498	Polsat plans two share issues in the future .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	499	After the last issue the share of the company founders is to be limited to <num> per cent .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	500	-LRB- Warsaw PAP in English <num> GMT <num> Jan <num> AU -RRB- NESTLE DONATES $ <num> TO POZNAN HEALTH SERVICE : The Swiss company Nestle on <num> January transferred $ <num> dollars to the Poznan provincial health service .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	501	Nestle bought <num> percent of the shares in the Goplana joint-venture company in Poznan on <num> January .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	502	There were <num> , <num> unemployed people registered in job centers .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	503	The company was set up in the autumn of <num> by the Swedish firm `` Scania Trucks and Bus `` and the Polish state enterprise `` Kapena `` .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	504	Since that time the firm has produced <num> trucks of various kinds .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	505	The success of the company led to the decision to manufacture buses .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	506	The first issues of two - and five-year bonds , carrying fixed interest rates of <num> and <num> percent per annum respectively , will be sold at auctions from <num> February until <num> May <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	507	-LRB- Warsaw PAP in English <num> GMT <num> Jan <num> AU -RRB- AGREEMENT ON ECONOMIC COOPERATION WITH ISRAEL : The Central Office of Planning -LRB- CUP -RRB- and the Israeli Ministry of Economics and Planning signed a joint communique announcing the establishment of closer cooperation in selected areas between the two ministries and cooperation that would create conditions for joint actions of economic units , CUP Chief Miroslaw Pietrewicz told correspondents after a four-day visit to Poland by Israeli Economics and Planning Minister Shimon Shetrit .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	508	Shetrit headed a delegation of Israeli businessmen whose task was to find ways of stepping up trade and tourist exchange between the two countries .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	509	Stressing the importance of the agreement for the development of bilateral trade relations and the conclusion of the treaty , Vilkelis said the agreement will create favorable conditions and opportunities for political and economic cooperation of the two countries and the growth of their economies .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	510	The agreement is also of considerable significance for over small <num> joint venture manufacturing and trading companies that have their operations in Lithuania .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	511	Poland and Lithuania signed an agreement on mutual trade and economic cooperation in February <num> and since then have developed their trade exchange in all branches of the economy , chiefly in the construction materials industry , the food-processing sector , finances , banking , tourism , and health care .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	512	Poland 's western border was crossed by some <num> million people in <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	513	Liberadzki also announced that the Transport Ministry will examine the proposal by the German air carrier Lufthansa to become a strategic partner of LOT Polish Airlines .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	514	-LRB- Warsaw PAP in English <num> GMT <num> Jan <num> AU -RRB- ONE-THIRD OF STATE FARMS PRIVATIZED IN <num> : The Agricultural Property Agency of the State Treasury last year managed to sell or lease into private hands almost one-third of land formerly under cultivation by the state farms .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	515	The agency put to the bloc last year <num> million hectares of state farm land , of which nearly <num> percent found customers .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	516	-LRB- Warsaw PAP in English <num> GMT <num> Jan <num> AU -RRB- SURVEY SHOWS RISING PRODUCTION , SLOWER EXPORTS : A poll conducted by the Central Office of Planning -LRB- CUP -RRB- in <num> enterprises shows that most plants expect the growing production trend to continue but feel export sales will slow down .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	517	In a similar poll carried out last November , <num> percent of the polled firms reported growing production .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	518	The already existing regular connections between Warsaw , Lvov , and Kiev will be extended to two more cities in each of the countries .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	519	The new notes , with face values of Z500,000 zlotys and Z1,000 , <num> are improved versions of the existing notes .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	520	However , the existing <num> and <num> , <num> zloty notes are to remain in circulation alongside the new ones , and will be replaced only as they become worn out .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	521	-LRB- Warsaw PAP in English <num> GMT <num> Jan <num> AU -RRB- THIRD ANNIVERSARY OF STOCK EXCHANGE : Wieslaw Rozlucki , president of the Warsaw Stock Exchange , presented Prime Minister Waldemar Pawlak with one share in the Warsaw exchange at the inauguration of the third year of its operations on <num> January .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	522	Under the stock market regulations , one share in the stock exchange makes its holder eligible to apply for direct participation in stock market tradings .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	523	In <num> , prices of securities rose over <num> fold and turnover <num> -fold , Rozlucki said .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	524	The firm wants to invest $ <num> million over the space of three years and eventually employ <num> workers .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	525	`` Rentsch Poland `` will produce cardboard packaging for cigarettes , cosmetics , and food products for those Western clients of `` Rig Rentsch `` who have their factories in Poland .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	526	`` Rig Rentsch Industrie Holding AG `` has <num> factories in <num> West European countries .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	527	-LRB- Warsaw PAP in English <num> GMT <num> Jan <num> AU -RRB- ROMANIA OLTENITA BUILDING RIVER SHIP FOR SWISS CUSTOMER : The Navol Stock ship -building company of Oltenita has signed a contract on the building of a second passenger river ship , apt to accommodate more than <num> in special comfort conditions , for a partner in Switzerland .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	528	George Bozeanu , general manager of the company , says that the first ship being built for the same customer is in an advanced stage of assembly works .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	529	-LRB- Bucharest ROMPRES in English <num> GMT <num> Feb <num> AU -RRB- PRIVATIZATION PROSPECTS IN <num> : The State Property Fund -LRB- FPS -RRB- privatized <num> companies in the first month of this year .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	530	The total number of enterprises that turned private is currently <num> with a total number of more than <num> employees .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	531	The State Property Fund 's nominal capital is about <num> billion lei and the number of shares sold by it is <num> , <num> , with a total value of <num> billion lei .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	532	The FPS privatization offer through stock sale for <num> is estimated at <num> companies including <num> small , <num> medium and <num> big ones .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	533	The most numerous companies within this year 's privatization offer will be farming ones , that is , <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	534	Eligible for privatization are also <num> industrial companies , <num> trade ones , <num> transport companies , <num> food industry companies , <num> building and <num> travel companies .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	535	As many as <num> million tons of crude and <num> billion cu . m .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	536	-LRB- Bucharest ROMPRES in English <num> GMT <num> Feb <num> AU -RRB- AGRICULTURE MINISTER REVIEWS <num> RESULTS : The <num> agricultural production exceeded the <num> one with about <num> million tons of grain , <num> million tons of potatoes , <num> tons of grapes and <num> million tons of other fruits , said Agriculture Minister loan Oancea .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	537	Minister Oancea mentions that last year private owners bought most of the <num> tractors on the domestic market .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	538	Private farmers own <num> of the existing <num> tractors .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	539	-LRB- Bucharest ROMPRES in English <num> GMT <num> Feb <num> AU -RRB- CONSTANTA MARITIME , COMMODITY EXCHANGE : With a capital of <num> , <num> lei and <num> shareholders , the recently established Constanta Maritime and Commodity Exchange , mostly with private capital , plans a specialization in maritime , farming , tourist service and general commodities markets .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	540	-LRB- Bucharest ROMPRES in English <num> GMT <num> Feb <num> -RRB- FOREIGN CAPITAL INVESTMENT IN ROMANIA : Germany ranks first among the countries represented in Romania by companies with foreign capital participation , with <num> such companies registered over December 1990-December <num> , according to a report issued by the National Trade Register .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	541	Syria and Turkey are both registered with <num> mixed-capital companies each , followed by Jordan -LRB- more than <num> -RRB- , Hungary and the United States -LRB- more than <num> each -RRB- and Lebanon -LRB- more than <num> companies -RRB- .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	542	Even though ranking 12th in point of the number of companies with capital investment in Romania , France distinguished itself with a <num> million lei subscribed capital -LRB- <num> percent in hard currency -RRB- , similar to the German capital of some <num> million lei with a <num> percent share in hard currency .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	543	A lower share is held by a total of <num> countries represented in Romania in point of subscribed capital investment , half of them with a foreign capital lower than <num> million lei .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	544	-LRB- Bucharest ROMPRES in English <num> GMT <num> Jan <num> AU -RRB- PRIVATIZATION PROSPECTS IN INDUSTRY : So far <num> state-owned companies have been turned to the private sector .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	545	The information comes from VOCEA ROMANIEI -LRB- Romania 's Voice -RRB- , the government 's newspaper , which carries an interview with Industry Minister Dumitru Popescu .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	546	The selection for privatization is a continuous process that gives Premier Vacaroiu 's statement that `` <num> will be the year of wide-scale privatization '' the chance to make this come true in industry , the minister said .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	547	The production of the units subordinated to the Ministry of Industries will grow by <num> - <num> percent in <num> , the ministry estimates .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	548	Most branches are expected to redress -LRB- as received -RRB- , with important growth in electricity and heating -- <num> - <num> percent ; textiles , leatherware -- <num> - <num> percent ; chemistry and petrochemicals -- <num> - <num> percent ; machine-building -- <num> - <num> percent ; and the wood-processing industry -- <num> - <num> percent .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	549	-LRB- Bucharest ROMPRES in English <num> GMT <num> Jan <num> AU -RRB- JANUARY FOREIGN INVESTMENTS : <num> joint companies with a nominal capital of $ <num> million were registered with the Romanian Agency for Development in January .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	550	Compared with the same month of <num> , the number of newly created joint ventures dropped by <num> and the invested capital is $ <num> million less .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	551	First in the standings of the foreign investors in January was Britain , with investments of $ <num> million and <num> joint ventures , followed by Italy with $ <num> million and <num> joint ventures , Germany with $ <num> million and <num> joint ventures .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	552	The total number of companies with foreign participation is now <num> and their total nominal capital is $ <num> million .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	553	The company was set up in <num> to revive an old tradition in Romanian aircraf t- manufacturing .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	554	At present the company manufactures a wide range of items for the aircraft industry , as well as for other industrial fields .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	555	The company is entirely state-owned and employs some <num> people , many of whom have undergone highly specialized training in Romania and abroad .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	556	There are <num> engineers working at `` Turbomecanica , '' which can develop programs for aviation and other related economic fields .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	557	The aviation profile -LRB- profile <num> -RRB- consists of four types of engines -LRB- military and civilian -RRB- and spare parts for helicopters ; some of the items are also exported .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	558	The second profile of the company involves manufacturing free turbines -LRB- for high-power gas pumping stations -RRB- as well as other parts derived from aircraft systems .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	559	-LRB- Bucharest ROMPRES in English <num> GMT <num> Jan <num> AU -RRB- SLOVAKIA SLOVENE BUSES TO BE PRODUCED IN BRATISLAVA : Representatives of the Slovakia BUS shareholding company gave a briefing on a joint Slovak-Slovene project for producing buses .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	560	It is reckoned that <num> buses will be produced this year ; the maximum production capacity is <num> buses .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	561	-LRB- Bratislava REPUBLIKA in Slovak <num> Jan <num> p <num> AU -RRB- STATE OWES PHARMACEUTICAL DISTRIBUTORS SK1.1 BILLION : The Association of Private Distributors of Pharmaceuticals , Medicines , and Health Care Materials and Technology held a meeting in Bratislava on <num> January at which it discussed resolving its outstanding claims for the fourth quarter of <num> , the maximum prices for medicines , privatization , and agreements between pharmacies and regional national insurance companies .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	562	Eighty - seven percent of entrepreneurs rate their standard of living positively , compared to <num> percent of blue-collar workers and <num> percent of white-collar workers .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	563	Of the overall sum of <num> million ECU , <num> million were earmarked for gas extraction in the border region with Austria and the Czech Republic , <num> million for modernizing the telecommunications system , and <num> million for developing the trans- European road network .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	564	-LRB- Bratislava NARODNA OBRODA in Slovak <num> Jan <num> p <num> AU -RRB- SCHOOL MEAL SUBSIDIES ABOLISHED ON <num> FEBRUARY : Subsidies for school meals will be abolished as of <num> February .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	565	-LRB- Bratislava SME in Slovak <num> Jan <num> p <num> AU -RRB- MOST TOURISTS TO REPUBLIC COME FROM HUNGARY : More than <num> million tourists visited Slovakia during the first <num> months of last year .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	566	Almost <num> million came from Austria , <num> million came from Poland , and <num> came from Ukraine .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	567	During the same period , <num> million Slovaks traveled abroad .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	568	-LRB- Bratislava HOSPODARSKE NOVINY in Slovak <num> Jan <num> p <num> AU -RRB- CONSUMER PRICES RISE <num> PERCENT IN DECEMBER : According to an analysis conducted by the Statistical Office , consumer prices rose <num> percent in December .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	569	Waste water prices would increase from Sk0 .60 to Sk5.0 per cubic meter .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	570	In railroad transportation , as a result of the reduction in non-investment subsidies from Sk2.3 billion to Sk2.06 billion , the Ministry of Transportation is proposing to increase the cost of pre- paid travel passes by <num> percent as of <num> February .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	571	In telecommunications , it is proposed that the charges for installing a telephone be increased by around <num> percent , from Sk2,000 to Sk3,000 .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	572	As far as energy costs are concerned , it is proposed that as of <num> April the cost of natural gas be increased by <num> percent and that electricity be increased by <num> percent .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	573	Heating costs should rise by <num> percent as of <num> July .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	574	-LRB- Bratislava SME in Slovak <num> Jan <num> pp <num> , <num> AU -RRB- ENTREPRENEURS GROUP TO PAY NATIONAL INSURANCE LEVY : The Party of Entrepreneurs and Tradesmen -LRB- SPZ -RRB- has reversed its decision not to pay national insurance levies for its members as of <num> February .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	575	-LRB- Bratislava SLOVENSKY DENNIK in Slovak <num> Jan <num> p <num> AU -RRB- TESLA LIPTOVSKY HRADOK JOINT VENTURE : Representatives from Tesla Liptovsky Hradok and Schrak Telecom AG of Austria signed an agreement in Bratislava on <num> January on founding the STT-Schrak Tesla Telekomunikacie limited company .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	576	The Austrian company will own <num> percent of the enterprise and the Slovak side the remainder .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	577	The investment required for the first stage of production is <num> million Austrian schillings .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	578	It owns all of the shares in more than <num> enterprises and more than <num> percent of the shares in more than <num> enterprises .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	579	-LRB- Bratislava NARODNA OBRODA in Slovak <num> Feb <num> p <num> AU -RRB- PLANT IN KYSUCE LAYS OFF <num> WORKERS : As of <num> February , <num> workers will be laid off at the roller bearing plant in Kysuce .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	580	This means that the number of people employed at the plant will decline to <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	581	-LRB- Bratislava SME in Slovak <num> Feb <num> p <num> AU -RRB- ORAVA TV PLANT IN JOINT ENTERPRISE WITH TAIWANESE FIRM : Within two months of a joint agreement being signed by the Orava Television Plant -LRB- OTF -RRB- in Nizna , the Taiwanese company PROSYST Corporation , and the Association of Slovak Industrial Enterprises -LRB- ZSPP -RRB- in Martin , the production of new products should begin .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	582	The new company will be known as PROSYST-OFT-ELEKTRONICS .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	583	In <num> days , the company will begin to manufacture fax machines intended for businessmen and households .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	584	He suggested that , by means of this ploy , some <num> people who were jobless did not figure in the official unemployment statistics for October <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	585	-LRB- Bratislava PRAVDA in Slovak <num> Jan <num> p <num> AU -RRB- ONLY ONE-THIRD OF UNEMPLOYED RECEIVE BENEFITS : A total of <num> persons were receiving unemployment benefits at the end of December <num> , which was <num> percent of the registered unemployed -LRB- <num> -RRB- .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	586	Since the end of November <num> , the number of recipients of unemployment benefits has declined by <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	587	-LRB- Bratislava SLOVENSKY DENNIK in Slovak <num> Jan <num> p <num> AU -RRB- EAST SLOVAK UNEMPLOYMENT : The number of jobless in eastern Slovakia reached <num> , or <num> percent , at the end of <num> out of a total of <num> , OOO -LRB- <num> percent -RRB- in the whole of Slovakia , SLOVENSKY VYCHOD reported on <num> January .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	588	The east Slovak daily said that in six local districts the unemployment rate went beyond <num> percent , with the highest rate of <num> percent in Spisska Nova Ves , which , after the Rimavska Sobota district , central Slovakia , with <num> percent , ranks second on the nationwide scale .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	589	There are some <num> eastern Slovaks seeking jobs -LRB- <num> people in the whole republic -RRB- , with an average <num> jobless per vacancy both in the districts and on the nationwide scale .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	590	On top of that , on <num> January the company received from the state Sk20 million for development programs .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	591	ZTS Martin is owed more than Sk3 billion by its customers ; $ <num> million of the company 's claims are `` frozen '' in Iraq alone .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	592	The partial debt write-off and the drawing of new credits will substantially improve the company 's situation .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	593	-LRB- Bratislava NARODNA OBRODA in Slovak <num> Jan <num> p <num> AU -RRB- SLOW PROGRESS IN PRIVATIZING HEALTH CARE : The Slovak Ministry of Health has thus far issued <num> permits to operate a private practice , of which <num> were for dentists , <num> for dental technicians , and <num> for other medical professions .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	594	Only two of Slovakia 's <num> ophthalmologists , for example , operate private practices .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	595	This was <num> percent of all foreign investment in Slovakia in the first three-quarters of <num> .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	596	-LRB- Bratislava NARODNA OBRODA in Slovak <num> Jan <num> p <num> AU -RRB- STATE OF RAILROAD INFRASTRUCTURE : The Slovak Republic 's railroad network consists of <num> km of tracks -LRB- <num> km of which are broad- gauge and <num> km narrow-gauge lines -RRB- , <num> bridges , and <num> tunnels .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	597	More than two-thirds of the network are single-track lines .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	598	One - third of the network is electrified .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	599	The company will deliver a total of <num> watchtowers in three different heights to former Yugoslavia .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	600	-LRB- Bratislava REPUBLIKA in Slovak <num> Jan <num> p <num> AU -RRB- UNDERVALUATION OF PROPERTY : Following an inquiry , the Slovak Ministry of Justice has withdrawn the property evaluation license of the Interconsult Bratislava company , which used to carry out <num> percent of all expert appraisals for the government .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	601	-LRB- Bratislava REPUBLIKA in Slovak <num> Jan <num> p <num> AU -RRB- LIQUIDATION OF <num> STATE FARMS PROPOSED : The Ministry of Agriculture is the sponsor of <num> state farms .	0
2	What does the Peugeot company manufacture ?	D2	doctitle	602	An analysis of the economic efficiency of these farms revealed that only <num> of them `` have the prospect of further growth . ''	0
